id,vid,code,aand,titel,text
873,40027050,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">50 </span>Zijn dood was anders dan die van alle anderen. Hij bleef niet wachten tot het leven uit Hem wegebde, maar Hij legde Zijn ziel neer terwijl die nog sterk was, door Zijn Geest over te dragen aan God. Zijn lichaam werd in een tombe gelegd, Zijn ziel ging naar het ongeziene. Zijn werk was gedaan en de dood was Zijn deel tot aan Zijn opstanding."
874,40027051,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">51 </span>Het vlees van Christus werd uitgebeeld door het gordijn in de tempel dat de aanwezigheid van God verborg voor het heilige. God werd niet gemanifesteerd in Zijn vlees, maar in het scheuren er van. Onze eenheid met Christus begint niet bij Zijn kruisiging. We werden gekruisigd, begraven, opgewekt en zijn opgestegen en gezeten in Hem."
875,40027054,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">54 </span>De koninkrijksverkondiging sloot met de erkenning van Petrus dat Hij de Christus is, de Zoon van de Levende God (<a class=""l"">16:16</a>). Zijn priesterlijke bediening sloot af met de uitspraak van de centurion dat Hij de Zoon van God is. Zo wordt ons een voorsmaak gegeven van het uiteindelijk effect van deze beide bediening. In de dag van Zijn terugkeer zal Israël Hem jubelend uitroepen tot Koning en de natiën van de aarde zullen Hem erkennen als hun Heer."
876,40027057,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">57 </span>De schande en smaad, alsook het lijden, zijn nu voorbij. Hoewel ze Zijn graf aanwezen met de wettelozen, legde God Hem in een rijkeman's tombe.. De Romeinen zouden Zijn lichaam hebben achtergelaten tot het verteerd was of was opgegeten door de roofvogels. De Joden zouden het in een graf van een misdadiger gestopt hebben. God gaf Zijn denken aan door te voorzien in twee eerbare mannen, Jozef en Nicodemus (<a class=""l"">Joh. 19:39</a>), om te zorgen voor Zijn begrafenis. Jozef van Arimathea betekent, vertaald: ""Hij voegt toe aan de hoogten."""
877,40027062,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">62 </span>De ochtend na de voorbereiding was de grote sabbat, waarmee het feest van de Ongezuurde broden begon. Maar de religieuze leiders rustten niet, noch gaven ze Pilatus rust. Ze werden zich nu bewust dat ze alleen hun eigen voorspellingen hadden vervuld en dat, zou Hij opstaan uit de doden, of het alleen maar zo zou schijnen, zij in een slechtere positie zouden zijn dan ooit. Van de goddelijke kant was het van belang dat zij voldoende zekerheid zouden hebben van Zijn opstanding. Niets kon meer overtuigend zijn dan het verhaal van de bewakers. Hun plan was uitstekend geschikt om Zijn terugkeer naar het leven te bewijzen, niet om het te weerleggen."
878,40027064,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">64 </span>Twaalf maal wordt ons verteld dat Hij zou opstaan ""de derde dag"". Waarom zeggen zij tegen Pilatus ""na drie dagen"" en zetten dan meer dan een dag na Zijn dood een bewaking op? Pilatus was een Romein. Zij gebruikten het Latijnse taalgebruik. Markus, die voor de Romeinen schreef, gebruikt ook deze vorm (<a class=""l"">Mar. 8:31</a>; <a class=""l"">9:31</a>; <a class=""l"">10:34</a>). In het Grieks is het letterlijk ""de derde dag"". In het Latijn is het idiomatisch ""na drie dagen"", In het Hebreeuws is het een idioom dat overeenkomt met al hun chronologische berekeningen: ""drie dagen en drie nachten."""
879,40027066,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">66 </span>De ""wacht"" soldaten was een kleine groep die, in het Latijn, een bewaker, bewaarder of conservator wordt genoemd. Hier hebben wij ons woord conservator vandaan. Pilatus gebruikt de Latijnse militaire term waarvoor het Grieks geen exact gelijk woord heeft. Daarom wordt het getranslitereerd en niet vertaald in de sublineaire weergave"
882,40028001,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">1 </span>De raadselachtige zinsnede ""de avond van de sabbatten"", toen de Romeinse wacht werd ingesteld, is de sleutel tot een probleem dat door scherpzinnige theologen onoplosbaar is verklaard. De Hebreeuwse dag, beginnend bij zonsondergang, begon in het midden van een ""avond"". De avond van een dag duurde tot zonsondergang, nadat hij was geteld als de avond van de volgende dag. Zo had elke dag twee avonden, één aan het begin en één aan het einde er van. Elke avond vond plaats in twee dagen. De avond dat de wacht werd ingesteld was tussen twee sabbatten. De een, de eerste dag van Ongezuurde Broden, was een speciale sabbat, die maar eens per jaar voorkomt. De andere was de gebruikelijke wekelijkse sabbat. Het samenvallen van deze twee bij hun gezamenlijke avond bevredigt de zinsnede ""de avond van de sabbatten"" en levert de sleutel voor de chronologie van de passieweek.<br><br>""Een van de sabbatten"" is de enig juiste vertaling van de zinsnede die gewoonlijk met ""de eerste dag van de week"" wordt weergegeven. Het woordje eerste staat hier niet. Het is gewoon één en wordt toegepast op het elfde uur (<a class=""l"">Matt. 20:12</a>), dat in dat geval het laatste en niet het eerste was. Het woord dag staat in het geheel niet in de tekst. Het woord ""week"" staat in het meervoud en is precies hetzelfde als de vorm in de voorafgaande zin. Indien het daar wordt weergegeven met ""sabbatten,"" moet het ook hier ""sabbatten"" zijn. Zo is er geen reden om hier niet met ""een van de sabbatten"" te vertalen.<br><br>De sleutel tot deze uitdrukking ligt in de wet van de Eerstelingen (<a class=""l"">Lev. 23:9-14</a>). Eindigend met de dag voor Pinksteren waren er zeven sabbatten (<a class=""l"">Lev. 23:15</a>) van de dag voor het bewegen van de ""schoof"". Er wordt naar verwezen in de zinsnede ""een van de sabbatten"". Iedere vermelding van deze zinsnede plaatst het tussen Pasen en Pinksteren (<a class=""l"">1Kor. 16:2</a> en <a class=""l"">Handelingen 20:1</a> en 6). En de andere plaatsen verwijzen naar de opstanding van onze Heer (<a class=""l"">Mark. 16:2</a>; <a class=""l"">Luk. 24:1</a>; <a class=""l"">Joh. 20:1-19</a>). Hij werd opgewekt op een sabbat, niet op de eerste dag van de week, wat onze Zondag zou zijn. Zijn opstanding op de sabbat is een teken dat Zijn werk compleet was. Verlossing is nu een zaak van binnen gaan in Zijn stoppen, niet het beginnen van een nieuwe week van zwoegen en werken."
883,40028018,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">18 </span>Dit verslag houdt zich in principe bezig met de verwerping van het koninkrijk. Hoe passend is het dat zou sluiten met een vooruitblik van de vestiging er van in de komende aion!<br><br>De plaats is belangrijk. Satan nam Hem mee naar een hoge berg om Hem de koninkrijken van de aarde te tonen. De transformatie was op een berg. De plaats spreekt van Zijn verhoging. Dit zal pas verwezenlijkt worden bij Zijn komst in heerlijkheid. Hij heeft Zijn grote macht nog niet op Zich genomen (<a class=""l"">Openb. 11:17</a>).<br><br>De apostelen ging nooit uit naar de natiën. Integendeel. Petrus was er op tegen toen hij naar de proseliet Cornelius moest gaan (<a class=""l"">Hand. 11:3</a>). Ze doopten nooit in de naam van de Vader en van de Zoon en van de heilige geest. Ze gebruikten, als zij doopten, verstandig de titels van Christus. Ze gebruikten ""Jezus Christus"" bij het dopen van Israëlieten en ""Here Jezus"" voor Samaritanen (<a class=""l"">Hand. 8:16</a>) Ze gebruikten nooit ""Christus Jezus"", de titel van Zijn huidige hemelse heerlijkheid. Ze gebruikten nooit de hier gegeven formule, omdat ze wisten dat deze gereserveerd was voor de toekomstige koninkrijksverkondiging. Ze maakten nooit de natiën als zodanig tot discipelen. De Heer was niet bij hen tot de afsluiting van de aion, maar liet hen al spoedig achter toen Hij opsteeg. Deze opdracht kan niet uitgevoerd worden tot Zijn terugkeer in macht en heerlijkheid om alle natiën te zegenen door Zijn volk Israël."
884,41001000,CC CK,Commentaar - Inleiding,,link:extra/com/Mar_inl.htm
887,41001004,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">4 </span>Johannes de Doper was de zoon van een priester, zodat hij het recht had het ambt van priester uit te oefenen en alle voorrechten er van te genieten, die hem een leven van gemak en comfort verzekerden. Toch, onder de drang van de heilige Geest, die hem al vulde voordat hij geboren was, gaf hij dit alles op voor een nederig en sober leven van een Nazarener (<a class=""l"">Num. 6:2-7</a>). Het was hem niet toegestaan iets te eten dat van de wijnstok kwam, het symbool van dat wat het hart van God en mens blij maakt (Richt,. <a class=""l"">9:13</a>). Net als Samson liet hij zijn haar lang groeien, een symbool van zwakte en oneer (<a class=""l"">1Kor. 11:14</a>). In plaats van de linnen efod, droeg hij ruw kamelenhaar. In plaats van te leven van het altaar en het beste van de offers te eten, overleefde hij op sprinkhanen en wilde honing.<br><br>Johannes de Doper was een voortdurend contrast met de Heer. Christus was geen Nazarener. Hij dronk wijn, kleedde zich zoals anderen deden, droeg nooit lang haar en verbleef bij zijn ouders tot de tijd voor Zijn bediening was aangebroken. Johannes kwam in de geest van Elia, maar toen de discipelen van de Heer vuur van de hemel wilden laten neerdalen en de Samaritanen vernietigen die hen beledigden, zoals Elia had gedaan met de mensen die tegen hem gezonden waren (<a class=""l"">2Kon. 1:10-12</a>), berispte Hij hen. Christus kwam in die tijd niet in de geest van Elia. Elia was een sobere verkondiger van rechtvaardigheid. Christus' boodschap vermengde genade met waarheid. Hij kwam, niet om zondaren te veroordelen, maar om hen te redden. In Hem werd veroordeling gekoppeld aan mededogen."
889,41001010,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">10 </span>De duif is een symbool van vrede, van voorbij oordeel (<a class=""l"">Gen. 8:12</a>) en van offer, Dit is een index van de bediening waarvan het de introductie was. In tegenstelling tot Johannes' krachtige aanklachten van oordeel, ging Hij rond als een zachtmoedig, gevaarloos, Zich niet verzettend slachtoffer, totdat Hij tenslotte aan God werd geofferd. Het was hierin dat God een genoegen kon vinden. Hij was Zijn Zoon, niet alleen door geboorte, maar door Zijn gelijkenis met Zijn Vader."
890,41001012,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">12 </span>De beproeving in de wildernis was in het bijzonder bedoeld om Zijn loyaliteit aan God te testen in verband met Zijn claims op David's troon en als de gehoorzame Mens. Daarom weiden Mattheüs en Lukas er over uit. Aangezien het geen verslag van dienstbetoon aan anderen is, merkt Markus het maar terloops op."
891,41001014,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">14 </span>Tot dan had onze Heer wonderen verricht, zoals die bij het huwelijk in Kana in Galilea, en had Hij een schare van volgelingen verzameld, maar Hij wachtte tot Johannes' bediening was beëindigd door zijn gevangenneming, voordat Zijn eerste evangeliserende rondgang begon."
894,41001015,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">15 </span>De era van de heerschappij van de natiën over Israël liep tegen het einde, zoals voorzegd door Daniël, de profeet,. Bijna vier honderd en tachtig jaren waren voorbij gegaan sinds Daniël voorzegd had dat vier honderd en negentig jaren ""uitgesneden"" zouden worden voor de vervulling van zijn visioen (<a class=""l"">Dan. 9:24</a>). Normaal gesproken zouden niet meer dan tien jaren hen in het koninkrijk brengen, maar dit hing af van de houding van de natie.<br><br>Het is waar dat Daniël de era in periodes sneed, en dat er zeer duidelijke enig uitstel was na de negen en zestigste heptade, waarin de Messias afgesneden moest worden. Maar er wordt geen aanduiding gegeven dat dit een aanzienlijke lengte van tijd zou zijn. Daarom mogen we overwegen dat de bediening van onze Heer als geheel, vanuit profetische gezichtspunt, op iets meer dan zeven jaren van het koninkrijk was. Dit is de kracht van de vaak herhaalde uitdrukking die de last was van Zijn verkondiging: ""Het koninkrijk van God is nabij gekomen."" De negen en zestigste heptade van Daniël eindigde met Zijn triomfantelijke intrede (<a class=""l"">11:8</a>). Slechts nog zeven profetische jaren bleven over die beginnen met de bevestiging van het verbond met de komende prins (<a class=""l"">Dan. 9:27</a>). Dat het niet kwam weerlegt niet in het minst het feit dat het nabij was. Epafroditus is de dood nabij (<a class=""l"">Filip. 2:30</a>), maar hij stierf niet op dat moment. Dit woord is zeer zorgvuldig gekozen. De Heer voorzegde zeker niet dat het koninkrijk er aan kwam, zodat het binnen korte tijd er zou zijn, maar veeleer dat er een weinig tijd nodig was om het een realiteit te maken."
895,41001019,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">19 </span>Voordat een net wordt gebruikt is het van belang dat het niet erg in de war zit. Het werk van deze vissers is een beeldend commentaar op de uitdrukking ""in orde brengen,"" dat weergegeven wordt met woorden als maken, perfect, passend, perfect passend, herstellen, voorbereiden [in de oude Engelse vertalingen - vert.]. Wij hebben ""in orde brengen"", ""aanpassen"" en ""regelen"" gebruikt."
897,41001024,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">24 </span>Het wordt gewoonlijk verondersteld dat boze geesten de laatsten zouden zijn om de Heer te erkennen, of Hem bekend te maken en dat wij alle tussenpersonen zouden moeten verwelkomen als zij maar getuigen van de waarheid. Maar onze Heer wilde niet het getuigenis van demonen hebben en gebiedt ze stil te zijn. Het is geen test van een kwade geest als die Hem kent en erkent. Een weinig later (vers 34) wordt ons verteld dat Hij de demonen niet liet spreken vanwege hun onwetendheid over Hem, maar omdat zij zich bewust waren dat Hij  de Christus is.<br><br>Het is verbazingwekkend hoeveel demonenbezetenheid er in de tijd van de Heer in het land was. We worden verleid te veronderstellen dat er een ongebruikelijke activiteit was in de ongeziene wereld vanwege Zijn aanwezigheid en de nabijheid van het koninkrijk. Een speciale uitbarsting van demonen is te verwachten in de laatste dagen en in ongetwijfeld nu al bij ons aanwezig. Hun tactieken zijn dezelfde. Zij ontkennen Christus niet, maar proberen zich veeleer met Hem te verbinden. Daarom hebben ze duidelijke inbreuken gedaan in de huishouding van het geloof, onder de vermomming van de heilige Geest van God. Laten we oppassen voor iedere onthulling of leiding die het woord van God vervangt of in de minste graad uit harmonie is met Zijn geschreven onthulling."
898,41001027,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">27 </span>Het gezag van de Heer over onreine geesten, zelfs nog meer dan Zijn controle over ziekte, was het wonder van het volk en het middel van het verspreiden van Zijn faam doorheen Galilea. Geen van hun leraren had iets gelijksoortigs gedaan."
899,41001032,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">32 </span>De intense hitte van de oosterse dag was snel voorbij zodra de zon onder was gegaan. Dan komt de stad tot leven, de vrouwen gaan uit naar de bron voor water en de mannen komen terug van het werk. Bij deze gelegenheid wachtten ze mogelijk tot de sabbat voorbij was bij de zonsondergang, voordat zij de zieke bij Hem brachten."
900,41001038,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">38 </span>Mogelijk trok nieuwsgierigheid velen aan om Hem te zien op de ochtend nadat Hij zoveel wonderlijke daden deed. Toch kwam onze Heer niet om aangestaard te worden, maar om te dienen. Daarom misleidt Hij hen. Terwijl het nog nacht is verlaat Hij de stad voor privé omgang met God in voorbereiding op de taken van de dag. En Hij keert ook niet daarheen terug om toejuichingen van de menigte in ontvangst te nemen. Hij gaat verder naar nieuwe werkgebieden."
901,41001040,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">40 </span>Het zou normaal zijn te veronderstellen dat de eerste inspanningen van de Heer om het koninkrijk te verkondigen, onder de priesters in Jeruzalem zouden zijn. Zij waren de religieuze leiders en waren ook van grote politieke invloed. Met hun verkregen steun mocht Hij hopen om de kleinere lichten te bereiken en het gewone volk. Dat zou de weg van de mens zijn. Maar onze Heer begon met het volk. Hij scheen de priesters bijna te negeren. Maar dit voorval toont de manier waarop Hij tot hen getuigde. Vele melaatsen werden door Hem en Zijn discipelen genezen. Ze zouden allen verslag uitbrengen bij de priesters en het verhaal vertellen van hun genezing.<br><br>Aangezien melaatsheid een type van zonde is, en de priesters voortdurend bezig waren met de (typische) bedekking van zonden, zou het van hen maar een weinig geestelijk inzicht vereisen om Degene te herkennen Die de melaatsen genas als het ware Offer Dat de zonde totaal zou uitschakelen. De Heer liet de priesters in het geheel niet achter zonder een getuige, ook al verrichtte Hij persoonlijk niet veel wonderen in Jeruzalem."
902,41001044,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">44 </span>We kunnen er niets aan doen dat we sympathiseren met het vuur van de genezen melaatse. Hij kende Christus als Zijn Redder, maar nauwelijks als zijn Heer. Hij heeft veel volgelingen die vurig zijn, maar zonder kennis. Ze zeggen: ""Wat kunnen we er aan doen in het buitenland te vertellen wat voor ons zo kostbaar is? De Heer zal toch zeker niet ontstemd zijn, ook al heeft Hij het verboden!"" Wat was het gevolg? De Heer kon de steden niet binnen gaan zoals Hij gepland had, maar moest buiten blijven, voor hun ongemak en Zijn verdriet. Ach, dat wij Hem zo dom dienen als dank voor Zijn genade!"
907,41002004,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">4 </span>Oosterse huizen hebben platte daken met kantelen, gemakkelijk toegankelijk vanaf de begane grond, en een plek voor ontspanning, in het bijzonder 's avonds. Het dak was gewoonlijk bedekt met een behoorlijk dikke laag aarde, gelegd op een houten ondersteuning. Dit alles kon eenvoudig vervangen worden. Het punt van dit verhaal schijnt te liggen in het contrast tussen de fysieke zwakheid van de verlamde en de uitwerking van geloof. Een sterke man was mogelijk niet in staat geweest zich een weg naar binnen te forceren naar de plek waar de Heer aanwezig was, maar het geloof van zijn vrienden is voldoende om hem naar een zeer gunstige audiëntie met de Heer te brengen. In reactie hierop schijnt de Heer voorbij te gaan aan de zwakte van zijn lichamelijk gestel, en stelt een zegen voor die overeenkomt met hun geloof. Tot dan had Hij zij macht over demonen en ziekte bewezen; nu verklaart Hij eerst de vergeving van zonden. De Schriftgeleerden zijn er snel bij om deze vooruitgang  te noteren. Ze hadden het belang van Zijn macht over de geesten of over de ziekten van de mensheid nog niet begrepen en zij zagen niet dat zij noodzakelijkerwijze betrokken waren bij de werking van God's geest, anders zouden zij voorbereid zijn geweest op de volgende stap: de vergeving van zonden. Het is niet voldoende Satan te binden en alle ziekte te verwijderen, om het millennium te vestigen. Zonde moet ook bij de bron aangepakt worden. Zolang de zonde de mens van God scheidt, kan het koninkrijk van God niet komen."
908,41002010,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">10 </span>Daarom kondigt de Heer Zijn gezag aan, als de Zoon van de Mensheid, om zonden te vergeven. Zonde verlamt. Het beste teken dat Hij kan aanbieden van Zijn macht om zonden te vergeven is het verwijderen van lichamelijke verlamming, die de Schriftgeleerden met hun lichamelijke ogen kunnen zien, en zo, indien mogelijk, hun geestelijke ogen openen voor de vergeving van zonden. Het was dan ook geen wonder dat allen verbaasd stonden en God verheerlijkten, want zij hadden niet eerder iets als dit waargenomen. Laten we wel opmerken dat de vergeving van zonden volgde op het geloof van de verlamde."
909,41002014,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">14 </span>De eerder gekozen apostelen, Petrus en Andreas, Jakobus en Johannes, waren gewone vissers. Nadat nu de vergeving van zonden voor het eerst is verkondigd, gaat onze Heer lager op de sociale schaal en kiest Hij Levi Alfeüs, die gewoonlijk Mattheüs wordt genoemd, een belastinginzamelaar voor de Romeinse regering. Patriottische, respectabele burgers zouden geen contact met hem of zijn soort willen hebben, daarom is hij gedwongen bevriend te zijn met zondaren. Het is voor ons onmogelijk de intense afkeer in te denken van de Joden voor hen van hun eigen natie die zichzelf verlaagden door belasting te innen van hun medeburgers voor de Romeinse macht die hen onderdrukte. Trouwens, onder deze omstandigheden zou geen patriottische en zichzelf respecterende Jood dit werk doen, zodat, als een klasse, ze totaal verachtelijk waren, hoewel hun afpersingsmethoden hen welgesteld maakten. Hun enige motief voor omgang met beledigende bezetting was lage geldzucht.<br><br>De keus voor Levi en het daaropvolgende feest is een wel overwogen inspanning van de kant van onze Heer om geleidelijk de grote waarheid te introduceren dat de natie meer een Offer dan een koning nodig had. Voor het religieuze hart was Zijn aankondiging, dat Hij kwam om zondaren te roepen, niet de rechtvaardigen, niet te begrijpen. Alleen de rechtvaardigen zullen een plaats in het koninkrijk hebben, naar de profeten. Zondaren zullen vernietigd worden in de oordelen die er aan vooraf gaan. Maar de Heer scheen het tegendeel te onderwijzen. Hij probeert hun harten te openen om dit zien door zonde met ziekte te vergelijken. Hij was niet nodig voor de sterken. Aan de kant van hen die zichzelf rechtvaardig vinden is er geen bewust verlangen voor de vergeving van zonden. Het koninkrijk zal pas komen als de hele natie heeft geleerd te zeggen:<blockquote><span class=""bijbel"">""Wij allen dwaalden als schapen, wij wendden ons ieder naar zijn eigen weg, maar de Here heeft ons aller ongerechtigheid op hem doen neerkomen.""</span> <br> (<a class=""l"">Jes. 53:6</a>;NBG)</blockquote>"
910,41002018,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">18 </span>De algemene indruk dat Johannes' bediening dezelfde in geest en methode was als die van onze Heer, heeft geen grond in de Schrift. Het was goed voor zijn discipelen om honger te hebben, maar het was zeer ongepast voor de discipelen van onze Heer om te vasten terwijl Hij bij hen was. Johannes kwam in de geest en kracht van Elia (<a class=""l"">Luk. 1:17</a>), maar de Heer kwam niet in de geest van Elia (<a class=""l"">Luk. 9:54</a>)."
911,41002021,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">21 </span>Dit wordt gebruikt om het verschil tussen Johannes' bediening en die van onze Heer te benadrukken. Maar het kan met veel meer kracht gebruikt worden voor de nutteloosheid van het proberen de waarheid voor het heden te combineren met die van het verleden."
912,41002023,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">23 </span>In de wet stond geschreven: <span class=""bijbel"">""Wanneer jij komt in het opgeschoten graan van jouw naaste, dan zal jij een beetje in jouw hand plukken, maar jij zal geen zeis het opgeschoten graan van jouw naast doen maaien""</span> (<a class=""l"">Deut. 23:25</a>; SW). De discipelen hadden het volste recht het graan te plukken en er van te eten. Waar de Farizeeën bezwaar tegen hadden was dat zij dit werk op de sabbat deden. Zij hadden ontelbare traditionele bijwetten over wat wel of niet gedaan kon worden op een sabbat, deze tot een dag van terughouding makend in plaats van rust. De sabbat is er ten gunste van de mens, niet de mens ten gunste van de sabbat. De Zoon van de Mensheid is Heer van de sabbat."
913,41002025,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">25 </span>Het is opmerkelijk hoe weinig de letter van de wet werd waargenomen in de aanwezigheid van God. De priesters in het heiligdom ontheiligen de sabbat door hun bedieningen, en zijn toch foutloos (<a class=""l"">Matt. 12:5</a>).<br><br>David nam het toonbrood, vers uit de heilige plaats. Dit alles maakt duidelijk dat de wet niet bedoeld was voor hen in Zijn aanwezigheid. Ze was niet bedoeld voor de rechtvaardigen, maar voor zondaren. Nu staan de Farizeeën in de aanwezigheid van de Heer van de tempel en de Heer van de sabbat. Het zijn zij die fout zijn met hun onbeschaamde import van de wet in het gebied van de levende tempel van JAHWEH."
916,41003001,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">1 </span>Aangezien de Farizeeën blind zijn voor Zijn heerlijkheden, kiest Hij een andere en eenvoudiger methode voor het kracht bij zetten over de waarheid over de sabbat. Hier is een man die niet kan werken op de sabbat of op welke andere dag dan ook, want zijn hand is verdord. Zo ook was het houden van de sabbat door de Farizeeën, een verdorde, verschrompelde, geestloze, zielloze vorm, van geen nut voor God of mens. Aangezien het grote wonder van het herstel van Israël plaatsvindt in de grote sabbat van duizend jaren, waarvan alle andere sabbatten slechts een beeld waren (en daarom is het nodig voor het koninkrijk dat JAHWEH goed zou doen op de sabbat), zouden de Farizeeën Hem moeten kennen en geloven, omdat zo veel van Zijn tekenen op die dag gedaan werden."
917,41003006,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">6 </span>Nu de Farizeeën zich vast voorgenomen hadden Hem te vernietigen, worden zij aan hun eigen onvermogen herinnerd. De stadhouder zou nooit een moordaanslag steunen op puur theologische gronden. De Joden hadden altijd ruzie over hun religieuze verschillen, en het was niet voldoende om van ketterij een halszaak te maken, want de verschillende partijen haatten elkaar allemaal. De Farizeeën waren tegen de Herodianen, die loyaal waren aan de lage Idumese overweldigers, die net zo goed buitenlanders waren als de Romeinen waar het hun recht op heersen betreft.<br><br>Nee, wat zij nodig hadden was een politieke aanklacht. Indien zij konden bewijzen dat Hij opstond tegen de macht die de regeermacht bezat, dan zou het niet moeilijk zijn Hem uit de weg te ruimen. Daarom legden zij hun verschillen met de Herodianen terzijde en overleggen met hen om Zijn vernietiging te bewerken, Net zoals Pilatus en Herodes verzoend waren door hun gezamenlijke veroordeling van Christus, zo maakten ook dezen, die met elkaar op vijandelijke voet stonden, onder elkaar gemene zaak tegen Hem."
918,41003014,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">14 </span>Deze eerste koninkrijksopdracht zou zorgvuldig vergeleken moeten worden met de scheppingsopdracht aan het einde van dit verslag. Aangezien twaalf het getal is van regeren of heersen, zijn er precies twaalf uitverkoren om het komende koninkrijk te verkondigen. En wanneer Judas Iscariot zijn plaats ontnomen wordt, moet Matthias gekozen worden om het aantal volledig te houden (<a class=""l"">Hand. 1:26</a>). Maar de scheppingsopdracht wordt gegeven aan de elf (<a class=""l"">16:14</a>). De koninkrijksverkondigers zijn beperkt tot het land en de natie van Israël, de predikers van de scheppingsopdracht gaan de hele wereld in (<a class=""l"">16:15</a>). De eerste was beperkt tot de apostelen. In de laatste volgden de tekenen in het geval van allen die geloofden (<a class=""l"">16:17</a>). De eerste werd nooit voltooid. De laatste werd overal verkondigd (16: het voornaamste doel van het kiezen van de apostelen wordt gewoonlijk voorbij gezien, maar toch werd het noodzakelijk geacht toen een nieuwe gekozen moest worden om Judas' plaats in te nemen. Het was opdat zij bij Hem zouden zijn."
919,41003016,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">16 </span>Zie de verschillende lijsten van de twaalf apostelen die gegeven worden in de noot bij <a class=""l"">Mattheus 10:2</a>."
920,41003018,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">18 </span>Simon werd ""de Kanaäniet""  of ""de Zeloot"" (wat hetzelfde betekent) genoemd om hen te onderscheiden van Simon Petrus. De term ""Kananiet"" is snel te verwarren met ""Kanaäniet"", een inwoner van Kanaän. Maar het was onmogelijk dat een vreemdeling gekozen kon worden om apostel te zijn."
921,41003019,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">19 </span>De keuze voor Judas Iscariot schijnt voor velen een mysterie te zijn. Maar het is slechts een uiting van het wijdere probleem van het kwaad. Sommigen hebben verondersteld dat de Heer op dat moment niet wist hoe hij zou worden. Maar de Schrift verzekert ons dat de Heer niet onwetend was en van het begin af aan wist dat Judas Zijn verrader zou zijn, want het had al zijn plaats gevonden in de profetische Schrift. Waarom, dan, zou Hij niet het instrument kiezen?"
922,41003022,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">22 </span>Het is opmerkelijk dat de Schriftgeleerden uit Jeruzalem een ""onvergeeflijke"" zonde begaan, of, zoals die ook genoemd wordt, een aionische zonde. Deze bestaat uit het toeschrijven van onreine geesten aan hun hoofd, de leider van de demonen. In het evangelie van het koninkrijk is er niet het beroep op zuiver, ongesteund geloof dat het evangelie van God kenmerkt of de verzoening, dat het evangelie is voor vandaag. Een voorsmaak wordt gegeven van de krachten van de komende aion, door middel van tekenen, die het vermogen van Christus bewijzen om om te gaan met de krachten van de duisternis en ziekte, die omver geworpen moeten worden voordat het koninkrijk kan komen. Maar indien deze toegekend worden aan de onreine geesten zelf, dan is er geen mogelijkheid tot berouw en vergeving vanwege de aard er van. De zonde is aionisch, ze kan niet gecorrigeerd worden in de aionen. Zij die ze begaan hebben kunnen geen plaats hebben in de milleniale heerschappij of het daarop volgende koninkrijk van de Zoon op de nieuwe aarde, tijdens de laatste aion. Hun redding wacht tot de aionen voorbij zijn. De ""onvergeeflijke"" zonde is er niet een van zo'n enormiteit dat ze buiten het vermogen van de genade is. In deze bedeling kent genade geen grenzen. Waar de zonde toeneemt, is de genade allesoverstijgend (<a class=""l"">Rom. 5:21</a>). Genade heerst, en geen zonde is voldoende gruwelijk om ze te onttronen. De aard er van is wat bepaalt wat de ""onvergeeflijke,"" aionische zonde is."
